행정구역명,학원/교습소,학원명,도로명주소,도로명상세주소,분야명,정원합계
동대문구,교습소,공간R미술교습소,서울특별시 동대문구 서울시립대로12길 28,", 2층 (전농동)",예능(대),27
동대문구,학원,라이즈수학학원,서울특별시 동대문구 답십리로 272,", 3층일부 (장안동)",입시.검정 및 보습,58
동대문구,교습소,튼튼영어마스터클럽영어교습소,서울특별시 동대문구 망우로 95,휘경롯데아파트 상가동 102호 (휘경동),입시.검정 및 보습,8
동대문구,학원,KBS아트비전미용학원,서울특별시 동대문구 왕산로 225,5층15호.16호 (청량리동),직업기술,332
동대문구,교습소,꿈꾸는화가들미술교습소,서울특별시 동대문구 이문로 47,", 2층 201호 일부 (이문동, 자인M TOWER)",예능(대),8
동대문구,교습소,엔젤스(Angels)음악교습소,서울특별시 동대문구 무학로26길 19,2층 (용두동),예능(대),99
동대문구,교습소,나래피아노음악교습소,서울특별시 동대문구 이문로42길 5,", 1층 일부 (이문동)",예능(대),55
동대문구,교습소,청송음악교습소,서울특별시 동대문구 답십리로66길 17,2층 (장안동),예능(대),15
동대문구,교습소,소아서예교습소,서울특별시 동대문구 답십리로 66,", 301호 (전농동)",기타(대),4
동대문구,교습소,우미영음악교습소,서울특별시 동대문구 서울시립대로12길 43,", 3층 (전농동 222-6)",예능(대),63
동대문구,교습소,열린음악교습소,서울특별시 동대문구 한천로39길 27,2층(전농동),예능(대),50
동대문구,교습소,상상아이미술창작소미술교습소,서울특별시 동대문구 약령시로 11,2층 (제기동),예능(대),18
동대문구,교습소,샤인미술교습소,서울특별시 동대문구 서울시립대로 31,동아아파트 102동상가110호 (전농동),예능(대),24
동대문구,교습소,예당음악교습소,서울특별시 동대문구 이문로1길 8-5,", 1층 (회기동)",예능(대),25
동대문구,교습소,경산서예교습소,서울특별시 동대문구 망우로 49,", 4층 일부 (휘경동)",기타(대),9
동대문구,교습소,르네미술교습소,서울특별시 동대문구 망우로 95,", 상가동 1층 103호 (휘경동, 휘경동롯데아파트)",예능(대),44
동대문구,교습소,모짜르트피아노교습소,서울특별시 동대문구 망우로16길 11-15,(2층) (휘경동),예능(대),20
동대문구,교습소,예진서예교습소,서울특별시 동대문구 장한로5길 41,3층일부(우측) (장안동),기타(대),10
동대문구,교습소,이레미술교습소,서울특별시 동대문구 회기로25길 55,2층 (이문동),예능(대),81
동대문구,교습소,예화피아노음악교습소,서울특별시 동대문구 한천로17길 23,", 2층 (답십리동)",예능(대),45
동대문구,교습소,삼성음악교습소,서울특별시 동대문구 전농로 192,전농동삼성아파트 상가204 (전농동),예능(대),51
동대문구,교습소,샛별음악교습소,서울특별시 동대문구 망우로10길 41,", 101호 (휘경동)",예능(대),20
동대문구,교습소,비바체음악교습소,서울특별시 동대문구 외대역동로 36,동양2차아파트 상가1층일부 (휘경동),예능(대),77
동대문구,학원,수학의힘동대문학원,서울특별시 동대문구 답십리로 291-1,3층전체 (장안동),입시.검정 및 보습,250
동대문구,교습소,이지수학교습소,서울특별시 동대문구 회기로 168,2층 (회기동),입시.검정 및 보습,25
동대문구,학원,스프라이팅(Spwriting)이문캠퍼스학원,서울특별시 동대문구 한천로58길 75-19,1층 (이문동),입시.검정 및 보습,32
동대문구,교습소,탑수학교습소,서울특별시 동대문구 사가정로 145,2층 (전농동),입시.검정 및 보습,44
동대문구,학원,베스트윈학원,서울특별시 동대문구 정릉천동로 158,2층 (제기동),입시.검정 및 보습,40
동대문구,학원,초록초록미술학원,서울특별시 동대문구 답십리로69길 8,", 5층일부 (장안동,장안동 근린생활시설)",예능(대),23
동대문구,학원,동대문올림피아드학원,서울특별시 동대문구 답십리로 269,", 2층, 3층 (장안동, 화성빌딩)",입시.검정 및 보습,210
동대문구,학원,GLEC어학원,서울특별시 동대문구 답십리로 269,", , 4층,6층 (장안동,화성빌딩)",국제화,162
동대문구,학원,예린음악학원,서울특별시 동대문구 답십리로69길 11,3층일부 (장안동),예능(대),60
동대문구,교습소,홍익아이숲미술교습소,서울특별시 동대문구 황물로 41,2층 (전농동),예능(대),21
동대문구,학원,동대문C&C미술학원,서울특별시 동대문구 한천로 196,2층일부 (장안동),예능(대),1090
동대문구,교습소,프라하피아노교습소,서울특별시 동대문구 고산자로30길 70,1층일부 (용두동),예능(대),20
동대문구,교습소,e해법수학교습소,서울특별시 동대문구 서울시립대로 31,동아아파트 102동 207호 (전농동),입시.검정 및 보습,21
동대문구,교습소,쥴리어드음악교습소,서울특별시 동대문구 답십리로23나길 17,", 1층일부 (전농동)",예능(대),25
동대문구,교습소,청솔해법영어교습소,서울특별시 동대문구 전농로10길 20,", 201호, 202호 (답십리동,답십리청솔우성아파트상가)",입시.검정 및 보습,40
동대문구,학원,현진학원,서울특별시 동대문구 사가정로 80,", 4층 413~415호 (답십리동)",입시.검정 및 보습,200
동대문구,학원,서울도시디자인학원,서울특별시 동대문구 왕산로 278-1,1필지3층 (전농동),직업기술,160
동대문구,교습소,정명(正明)수학교습소,서울특별시 동대문구 이문로54길 46,"E편한세상아파트 상가209,210 (이문동)",입시.검정 및 보습,35
동대문구,학원,윤선생영어숲장안학원,서울특별시 동대문구 장안벚꽃로 107,", 제상가1동 201호 (장안동,장안현대홈타운)",입시.검정 및 보습,105
동대문구,학원,리더앤리더영어학원,서울특별시 동대문구 답십리로 291-1,원양빌딩2층 (장안동),입시.검정 및 보습,13
동대문구,학원,나레스트청량리미용학원,서울특별시 동대문구 홍릉로 28,", 3층 일부 (청량리동, 성일빌딩)",직업기술,1163
동대문구,교습소,행복한미술교습소,서울특별시 동대문구 한천로 250,주공아파트 상가2층205호 (휘경동),예능(대),32
동대문구,교습소,꾸미샘논술교습소,서울특별시 동대문구 제기로 129,", 122-303 (청량리동,한신아파트상가)",입시.검정 및 보습,12
동대문구,교습소,나리미술교습소,서울특별시 동대문구 답십리로56길 21-1,두산아파트 상가303호 (답십리동),예능(대),80
동대문구,학원,A플러스영수전문학원,서울특별시 동대문구 한천로46길 56-4,", 401호 (장안동)",입시.검정 및 보습,180
동대문구,교습소,탑해법수학교습소,서울특별시 동대문구 답십리로60길 66,", 1층 일부 (답십리동)",입시.검정 및 보습,16
동대문구,학원,이곳이수학의메카다매쓰메카학원,서울특별시 동대문구 장한로28가길 45,", 2층 (장안동,희헌빌딩)",종합(대),340
동대문구,교습소,와이즈바둑교습소,서울특별시 동대문구 사가정로 148,SK아파트 주상가311-1호 (전농동),기타(대),24
동대문구,학원,엄친학원,서울특별시 동대문구 장한로18길 36,4층 (장안동),입시.검정 및 보습,64
동대문구,학원,어썸팩토리장안휘경플레이스독서실,서울특별시 동대문구 사가정로25길 41,", 3층 일부 (장안동)",독서실,7934
동대문구,학원,비법학원,서울특별시 동대문구 전농로 133,", 3층 (전농동)",입시.검정 및 보습,81
동대문구,학원,동대문정상어학원,서울특별시 동대문구 한천로 193,", 5층 일부 (장안동, 동서울농협 장안동지점)",국제화,216
동대문구,학원,대한논리학원,서울특별시 동대문구 사가정로 136,3층(전농동),입시.검정 및 보습,45
동대문구,교습소,예뜰미술교습소,서울특별시 동대문구 장안벚꽃로 167,", 주상가 2층, 202호, 203호 (장안동,래미안장안2차아파트)",예능(대),99
동대문구,학원,EST영어학원,서울특별시 동대문구 신이문로 19-1,2층 (이문동),입시.검정 및 보습,54
동대문구,학원,신화전기학원,서울특별시 동대문구 망우로21길 52,", 2층일부,3층일부 (휘경동)",직업기술,376
동대문구,학원,전농GnB영어학원,서울특별시 동대문구 사가정로 148,", 주상가동 404호?405호 (전농동, 전농 SK아파트)",입시.검정 및 보습,66
동대문구,학원,웨이(Way)실용음악학원,서울특별시 동대문구 안암로 68,", 2층 (용두동)",기예(대),4
동대문구,학원,베리트실용음악학원,서울특별시 동대문구 전농로 37,",  2층 (답십리동)",예능(대),29
동대문구,학원,뮤즈인실용음악학원,서울특별시 동대문구 망우로 118,3층 (휘경동),예능(대),29
동대문구,학원,글빛학원,서울특별시 동대문구 사가정로25길 22-4,", 2층 (장안동)",입시.검정 및 보습,70
동대문구,학원,유레카학원,서울특별시 동대문구 장한로32길 13,3층 (장안동),입시.검정 및 보습,51
동대문구,학원,정상수학학원,서울특별시 동대문구 답십리로 311,2층 (장안동),입시.검정 및 보습,62
동대문구,학원,옳음에듀2관학원,서울특별시 동대문구 왕산로 68,", 4층 일부 (용두동)",입시.검정 및 보습,180
동대문구,학원,통원서당학원,서울특별시 동대문구 천호대로 15-3,1층 (신설동),국제화,240
동대문구,학원,베리타스학원,서울특별시 동대문구 한천로46길 70-2,2층 (장안동),입시.검정 및 보습,88
동대문구,학원,이데아학원,서울특별시 동대문구 이문로 69,", 3층 (이문동)",입시.검정 및 보습,16
동대문구,학원,레몬트리미술학원,서울특별시 동대문구 답십리로72길 114,", 2층 (장안동)",예능(대),70
동대문구,학원,탑퍼스트학원,서울특별시 동대문구 답십리로 133,", 3층 (답십리동)",입시.검정 및 보습,370
동대문구,학원,G21학원,서울특별시 동대문구 고산자로31길 25,", 3층 (용두동)",입시.검정 및 보습,300
동대문구,학원,2관폴리어학원,서울특별시 동대문구 장안벚꽃로1길 7,"힐스테이트상가201,202,203호 (장안동)",국제화,72
동대문구,학원,동부음악학원,서울특별시 동대문구 왕산로 272-1,"3,4층 (전농동)",기예(대),69
동대문구,교습소,꿈그림미술교습소,서울특별시 동대문구 정릉천동로 58,롯데캐슬피렌체201호 (용두동),예능(대),46
동대문구,학원,S.J.Y해법학원,서울특별시 동대문구 한천로17길 21,", 3층,4층 (답십리동)",입시.검정 및 보습,150
동대문구,학원,최강학원,서울특별시 동대문구 장한로34길 28,", 2층 일부 (장안동)",입시.검정 및 보습,76
동대문구,교습소,숙명아르떼음악교습소,서울특별시 동대문구 이문로1길 21,", 상가동 2층 203호 (회기동, 청량리신현대아파트)",예능(대),12
동대문구,학원,유니팝미술학원,서울특별시 동대문구 답십리로69길 7,3층 (장안동),예능(대),90
동대문구,학원,멘토학원,서울특별시 동대문구 신이문로 37,", 3층 (이문동)",입시.검정 및 보습,112
동대문구,교습소,채움수학교습소,서울특별시 동대문구 약령시로 13,", 201호 일부 (제기동, 제기동 다세대주택)",입시.검정 및 보습,90
동대문구,교습소,주니아트미술교습소,서울특별시 동대문구 한천로46길 76,2층 (장안동),예능(대),45
동대문구,학원,월광음악학원,서울특별시 동대문구 신이문로9길 5-2,3층 (이문동),예능(대),190
동대문구,학원,숙명플러스음악학원,서울특별시 동대문구 장한로32길 27,", 204호?205호?206호?207호 (장안동, 삼성그린아파트)",예능(대),77
동대문구,교습소,애플영어교습소,서울특별시 동대문구 고산자로54길 6,", 2층 (제기동)",입시.검정 및 보습,15
동대문구,교습소,오렌지음악교습소,서울특별시 동대문구 고산자로54길 6,", 2층 (제기동)",예능(대),38
동대문구,교습소,뮤직인음악교습소,서울특별시 동대문구 사가정로 190,"전농우성아파트 상가4층5,6호 (전농동)",예능(대),81
동대문구,교습소,김현주음악교습소,서울특별시 동대문구 한천로 300,동일스위트리버상가203호 (휘경동),예능(대),75
동대문구,학원,아르떼음악학원,서울특별시 동대문구 황물로 42,3층3호 (답십리동),예능(대),75
동대문구,교습소,싸인(Sine)수학교습소,서울특별시 동대문구 약령시로 10-1,", 101호 (제기동, 제기동빌딩)",입시.검정 및 보습,48
동대문구,학원,더플라이학원,서울특별시 동대문구 답십리로72길 18,9층 (장안동),입시.검정 및 보습,49
동대문구,학원,비엘음악학원,서울특별시 동대문구 사가정로25길 58,", 2층?3층 (장안동)",예능(대),120
동대문구,교습소,더피아노교습소,서울특별시 동대문구 무학로 202,라이온스파스텔201호 (제기동),예능(대),4
동대문구,학원,장안드림러닝센터학원,서울특별시 동대문구 장한로18길 54-1,2층 (장안동),입시.검정 및 보습,375
동대문구,교습소,양경(良勁)수학교습소,서울특별시 동대문구 천호대로31길 5,2층(일부) (용두동),입시.검정 및 보습,27
동대문구,학원,뮤엠영어동대문학원,서울특별시 동대문구 사가정로20길 9,", 1층 2층 (전농동)",입시.검정 및 보습,90
동대문구,교습소,차이홍장평초중국어교습소,서울특별시 동대문구 장안벚꽃로 167,", 주상가동 201호, 228호 (장안동, 래미안장안2차아파트)",국제화,54
동대문구,학원,동대문창조의아침미술학원,서울특별시 동대문구 한천로 195,", 2,3,4,5,층 (장안동)",예능(대),200
동대문구,학원,초?중등부관스카이학원,서울특별시 동대문구 망우로 101,", 2층 (휘경동)",입시.검정 및 보습,250
동대문구,교습소,세종음악교습소,서울특별시 동대문구 이문로46길 56,", 1층 (이문동)",예능(대),56
동대문구,학원,회기씨엠피실용음악학원,서울특별시 동대문구 망우로 4,4층 (휘경동),기예(대),4
동대문구,학원,창작공간다름학원,서울특별시 동대문구 답십리로69길 55,웰빙프라자404호 (장안동),예능(대),43
동대문구,학원,(주)허브컴퓨터회계아트학원,서울특별시 동대문구 왕산로 81,두산베어스타워3층(일부) (용두동),종합(대),695
동대문구,학원,박정호학원,서울특별시 동대문구 장한로 170,", 3층우측 (장안동)",입시.검정 및 보습,112
동대문구,학원,지디비(GDB)실용음악학원,서울특별시 동대문구 답십리로 305,", 3층일부 (장안동)",기예(대),3
동대문구,학원,오뜨리패션디자인학원,서울특별시 동대문구 왕산로5길 6,", 2층?3층 (신설동)",직업기술,90
동대문구,학원,오르프아카데미학원,서울특별시 동대문구 장한로28길 44,2층(일부) (장안동),예능(대),15
동대문구,학원,애듀포유퍼펙트학원,서울특별시 동대문구 답십리로 287,", 3층, 4층 (장안동)",입시.검정 및 보습,140
동대문구,교습소,우리아이수학교습소,서울특별시 동대문구 이문로42길 69-2,", 1층 (이문동)",입시.검정 및 보습,25
동대문구,교습소,은음악교습소,서울특별시 동대문구 황물로 39,", 2층 (전농동)",예능(대),19
동대문구,교습소,예람스쿨해법수학교습소,서울특별시 동대문구 사가정로17길 15,", 상가동 302호 (전농동)",입시.검정 및 보습,6
동대문구,학원,나정향영어학원,서울특별시 동대문구 장한로32길 27,", 삼성그린@ 201.202.203호 (장안동,삼성그린아파트)",입시.검정 및 보습,100
동대문구,학원,수학하는아이(I)수학전문학원,서울특별시 동대문구 답십리로 302,", 3층 일부 (장안동)",입시.검정 및 보습,340
동대문구,학원,수학하다장안동수학학원,서울특별시 동대문구 장한로 170,", 3층일부 (장안동)",입시.검정 및 보습,36
동대문구,교습소,상상나무미술교습소,서울특별시 동대문구 장안벚꽃로 167,",  주상가동 106호 (장안동,래미안장안2차아파트)",예능(대),36
동대문구,교습소,바하음악교습소,서울특별시 동대문구 외대역동로 17,", 3층 (휘경동)",예능(대),20
동대문구,교습소,이헌수학교습소,서울특별시 동대문구 사가정로 153,", 3층 (전농동)",입시.검정 및 보습,12
동대문구,학원,동화세상에듀코원격평생교육학원,서울특별시 동대문구 왕산로 25,", 12층 일부 (신설동)",종합(대),1749
동대문구,교습소,지성과감성수학교습소,서울특별시 동대문구 답십리로69길 11,", 3층일부 (장안동)",입시.검정 및 보습,182
동대문구,학원,이문해법학원,서울특별시 동대문구 신이문로9길 5-2,", 2층 (이문동,명빌딩)",입시.검정 및 보습,34
동대문구,학원,배움틀수학학원,서울특별시 동대문구 사가정로25길 26,", 2층 (장안동)",입시.검정 및 보습,220
동대문구,학원,눈높이스마트러닝센터학원,서울특별시 동대문구 답십리로69길 55,", 106호 107호 (장안동,웰빙프라자)",입시.검정 및 보습,375
동대문구,학원,박주원기타스쿨학원,서울특별시 동대문구 망우로21길 12,",  3층 (휘경동)",예능(대),51
동대문구,학원,앤츠학원,서울특별시 동대문구 전농로 37,",  4층 (답십리동)",입시.검정 및 보습,66
동대문구,학원,주은음악학원,서울특별시 동대문구 사가정로17길 15,", 래미안아름숲상가 303호,304호 (전농동)",예능(대),114
동대문구,학원,예음음악학원,서울특별시 동대문구 경희대로4길 79,",  3층일부 (이문동)",예능(대),29
동대문구,학원,페디아플러스장안학원,서울특별시 동대문구 장안벚꽃로 107,", 제상가1동 309호 (장안동,장안현대홈타운)",입시.검정 및 보습,108
동대문구,학원,리드수학학원,서울특별시 동대문구 사가정로 206,",  3층일부 (장안동)",입시.검정 및 보습,60
동대문구,학원,아사히일본어학원,서울특별시 동대문구 천호대로 305,", 4층일부 (답십리동)",국제화,79
동대문구,교습소,서인서예교습소,서울특별시 동대문구 장한로22길 44-4,", 1층일부 (장안동)",기타(대),16
동대문구,교습소,대치주연클리닉영어교습소,서울특별시 동대문구 전농로 123,", 2층 (전농동)",입시.검정 및 보습,18
동대문구,교습소,옥스포드영어교습소,서울특별시 동대문구 경희대로4길 79,3층 일부 (이문동),입시.검정 및 보습,35
